web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-213,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,if you like some live music or some blues this is really the place to go for a great evening. on of the best bars in town,allovertheworld340,"July 8, 2015",5,"Brussels, Belgium",Jul 2015 • Friends
1640085363-168,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,After listening to some Hendrix whilst dining downstairs just had to have a look followed the stairs to a bar in the night Bazaar these dude's really know their craft... Pity the drinks menu is limited but will go again,Rogerh1972,"December 17, 2015",5,,Dec 2015 • Couples
1640085363-92,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We visited here quite late on Saturday night. Weren't out to go here initally but more a case of stumbling upon it by way of following the sound of the music. First impression was of a little gem hidden away from everyone as it's upstairs in the market. On arrival we were seated and given the drinks menu. Drinks are slightly more expensive but there again you also have great live music included. The two groups were VERY GOOD indeed. This place has a very nice atmosphere . The first group played rock jazz and they could teach other ""well known"" groups a thing or two on playing live music! A well recommend place to visit if you enjoy live music and a chilled out party atmosphere . Thumbs up for me.",Rognab,"February 26, 2017",5,"Northern Ireland, UK",Feb 2017 • Couples
1640085363-157,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Not your normal location for a blue's bar. This place is sitting right above the Night Bazaar in Chiang Mai. Not saying I don't like it, but it was different. There are actually some upsides to the location. One, the smoke clears out quickly if the air circulates. Two, there is plenty of room to sit. The drinks were overpriced... at least a bottle of coke was. Equivalent of $1.40/bottle in a town where you usually don't pay more than 50 cents. Now for the best part, the MUSIC. Very talented folks playing and the singing was good as well. There was a band already playing when I arrived and at 9:30, Boy stepped up and took the mic. Even though he probably plays every night, he looked like he was still having a great time. This to me looks like the perfect place to hang out and enjoy great music when your friends want to go to the Nigh Bazaar.",The_Homesick_Nomad,"January 22, 2016",4,"Yasothon, Thailand",Jan 2016 • Solo
1640085363-182,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This is a small venue upstairs in the night market, classic rock and blues played by some accomplished musicians. Good service, cold beer and good mixed drinks. The sound level is perfect, great to hang out and chat and enjoy the bands. Great prices and good service, we stopped by nightly as we were staying close by.",Holothurian,"October 7, 2015",5,Shanghai,Oct 2015 • Family
1640085363-299,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,My first visit to Boy Blues Bar on their regular Monday evening JAMMIN session was great ! So many talented musicians from around the World.! Great atmosphere .....fab night out! Live music every evening also.,lyndyaonang,"July 8, 2014",5,"Aonang, Krabi",Jul 2014 • Friends
1640085363-76,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We had a great time at this bar this evening. The band were amazing and so were the drinks! So great to see so many people having a great time.,Charlotte A,"August 18, 2017",5,"Chiswick, UK",Aug-17
1640085363-90,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,We went here after overhearing music in the market area and what a great time we had the bands who play are exceptional we were very impressed!!!,P0ppy24,"February 27, 2017",5,"Manchester, UK",Feb 2017 • Couples
1640085363-23,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This was a hidden gem that we discovered and well worth making a deliberate detour too. Especially at about 9pm, it really starts to slide into a nice chilled get together jam vibe. Small gathering on a roof top....drinks good...servoce friendly...atmosphere relaxed...a breeze when downstairs there just isnt one...and a cosy crowd among the bluesy tunes.",Artemis808,"April 9, 2019",5,,Apr 2019 • Couples
1640085363-312,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A Thai friend took me to this bar and it was fantastic. We had enjoyed a meal at the nearby night bazaar and this rounded off a great night. Great music and reasonable priced drinks. I think it is not open Sunday. It is up a few stairs but go and enjoy the craic.,Bigearsmate,"February 18, 2014",4,"Newtownabbey, UK",Feb 2014 • Friends
1640085363-144,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Nice location and good atmosphere and an interesting range of music but the drinks are expensive which is a shame and cut short out visit,merlin03,"March 31, 2016",4,"Kenilworth, UK",Mar 2016 • Family
1640085363-102,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This place was a really chill spot. If you like live blues music and drinks, then this place is for you. The music was awesome. It is a small spot but plenty of seats. Great place to come relax after exploring the night bazaar.",Jimmy M,"January 8, 2017",5,,Dec 2016 • Solo
1640085363-300,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"What more could you ask for, blues music served up in abundance by the Chiang Mai legend himself plus an ever changing line up of very talented musicians throughout the night. If your in the area have a look upstairs. i'm sure you'll be glad you did.",Partialgraynomad,"July 8, 2014",4,Sunshine coast,Jul 2014 • Business
1640085363-162,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you are a musician - guitarist, bassist, drummer or anything on the same level - this is is a place you need to go to. A few bands played and each band was TIGHT, i heard some terrific guitar, bass and a outstanding drum solo but all at the same time staying in the blues sort genre. I couldn't believe that there was a place that played music as well as these bands did. It gets busy, so get there just after 8 or when it opens to get a good seat. Oh and not to mention the service was great, didnt have to get up once of the two nights i went to order a drink, instead they came to me. A must go for one who loves good music and good vibes!",corn on a corb,"January 4, 2016",5,"Mount Lawley, Australia",Dec 2015 • Friends
1640085363-160,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A mixture of 70s college jam sessions and talent night. The bands were not bad and drinks were cheap. The place was a little crowded but who cares - keep the drinks flowing.,Restrobot,"January 17, 2016",5,"Melbourne, Australia",Aug 2015 • Friends
1640085363-133,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Like most people, we stumbled across this when walking through the markets.. The bands were so much fun and staff very good and smiley like all the people in Chiang Mai.. Loved it so much we went back 3 nights on the bounce! Shout out to Boy who looked like he was having the time of his life every time he performed and made everyone feel welcome.",Jake C,"May 30, 2016",5,,May 2016 • Couples
1640085363-346,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy is a top guy and great muso. Band is tight and was tight the 3 nights we finished our nights off there! Gig night was great fun and everyone had a top night. Drinks are priced well and cold. If your in Chiang Mai do yourself a favour and visit Boy Blues Bar for some great tunes, cold drinks and holiday memories you will talk about for a while, we are including our 5yo daughter that had a ball! Thanks guys keep up the great work and see you all agian soon.",toratora34,"October 7, 2012",5,"Melton, Australia",Sep 2012 • Family
1640085363-147,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This little gem is tucked inside the night market and has EXCELLENT shows, with a bar, seating and no cover charge. So happy to have been introduced to this spot, where the owner radiates passion as he strums his electric guitar.",BeautifulFernweh,"March 17, 2016",5,,Mar 2016 • Friends
1640085363-125,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,The Monday night jamming sessions are fantastic. As a regular of the old drunken flower I was delighted that Boy took this to the next level. His bar is excellent.,Kevin_One_Man_Show,"July 10, 2016",5,"Kenmare, Ireland",Jul 2016 • Friends
1640085363-280,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you are looking for some entertainment, this is a great place with live musicians. The bar is nicely located and the staff is very friendly. It is a must stop in the evening if you want to chill and have a good time",442joseph,"November 9, 2014",5,"Chiang Mai Province, Thailand",Nov 2014 • Solo
1640085363-32,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Having been involved in the Sixties music scene in the UK, a fabulous time, I appreciate that Boi is a great character who can produce fabulous sounds from his guitar perhaps an equal Hendrix, while fronting his house band at the Blues Bar. Whenever I am in Chiang Mai, a visit is top of my list. Usually packed which suggests a 'must do' for you too! However, if you are one of the disrespectful idiots who prefers to talk loudly rather than enjoying the music, then do us all a favour and go elsewhere. Music lovers are most welcome ... many are regulars.",elvaman,"December 20, 2018",5,West Sussex,Nov-18
1640085363-40,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,The best bar in Chang Mai (all of Thai Land). Went nearly ever night when I was in Chang Mai and the talent was just phenomenal!!! Open mic night was probably the best on a Monday night and the place gets pretty packed for it. Boy blues band play the other nights and are just brilliant and it’s perfect a perfect hide away during the rain (if you need an excuse) great service for drinks and pretty cheap!! A must go place!!,rebeccafarrell15,"October 11, 2018",5,"Ao Nang, Thailand",Oct 2018 • Couples
1640085363-72,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"So don't be fooled by the name of this bar.. it is not a Blues music bar, whether it just wasn't on on the night we visited I dont know. The first band were a tock band and quite good then what followed was old balding white men with guitars! This place is obviously a hook up for single white men to meet Thai women as we saw numerous single white men enter to then be targeted by Thai women. Its a little bit sleazy and as a two women we found it quite uncomfortable. If you are under 45 I wouldn't bother going here.. it was quite a let down.",Cara L,"October 12, 2017",3,"Bournemouth, UK",Oct 2017 • Couples
