Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
VCF,PSG,1,3/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Skud,Veres,Iggy,Elsu,Tachi,16:03,Peura,Laville,Lorion,LuBu,Roxie,Aya,Omen,Superman,Keera,2,Kil'Groth,Aoi,Mina,Florentino,Taoz
VCF,PSG,1,3/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Florentino,Kriknak,Tulen,TheJoker,Xeniel,16:20,Lumburr,Elsu,Yue,Nakroth,Qi,Iggy,Liliana,Keera,Yena,3,Eland'orr,Aoi,Lorion,Aya,SRY
EVOS,eA,2,3/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Yue,Capheny,Thane,12:43,Xeniel,Laville,Lorion,Aoi,Yena,Omen,Iggy,Airi,TheJoker,1,Roxie,Lumburr,Elsu,Aya,Gabrielz
EVOS,eA,1,3/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Amily,Kriknak,Krixi,Tel'Annas,Baldum,23:28,Maloch,Hayate,Annette,Keera,Riktor,Aya,Omen,Yue,Raz,2,Elsu,Yena,Aoi,Mina,Kirito
EVOS,eA,2,3/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Zuka,Aoi,Iggy,Wisp,Lumburr,16:06,Thane,Capheny,Liliana,Eland'orr,Superman,Omen,Yue,TheJoker,Elsu,3,Mina,Riktor,Hayate,Aya,Russell
EVOS,eA,2,3/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Arthur,Keera,Tulen,Elsu,Alice,10:45,Zip,Celica,Iggy,Errol,Skud,Aya,Omen,Nakroth,Volkath,4,Airi,Riktor,Lorion,Mina,Ligky
TLN,GCT,1,3/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Skud,Errol,Yue,Slimz,Toro,15:41,Kil'Groth,Elsu,Iggy,Aoi,Riktor,Omen,Lorion,Eland'orr,Florentino,1,Volkath,Keera,Hayate,Aya,Erez
TLN,GCT,1,3/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Yena,Eland'orr,Liliana,Capheny,Mina,10:22,Baldum,Laville,Lorion,Keera,Tachi,Omen,Skud,Veres,Roxie,2,Nakroth,Aoi,Elsu,Aya,IpodPro
TLN,GCT,1,3/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Airi,Keera,Krixi,Elsu,Tachi,18:05,Lumburr,Slimz,Yue,Tulen,Florentino,Aya,Eland'orr,Nakroth,Hayate,3,Riktor,Ryoma,Lorion,Iggy,MOOP
VCF,KOG,2,3/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Skud,Kriknak,Liliana,Elsu,Maloch,29:34,Mina,Slimz,Lorion,Volkath,Yena,Omen,Iggy,Superman,Eland'orr,1,Florentino,Keera,Yue,Aya,Kaito
VCF,KOG,2,3/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Riktor,LuBu,Iggy,Capheny,Xeniel,13:52,Baldum,Laville,Ryoma,Tulen,Qi,Aya,Liliana,Hayate,Elsu,2,Eland'orr,Keera,Omen,Lorion,Kaito
VCF,KOG,1,3/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Tulen,Hayate,Grakk,16:45,Alice,TheJoker,Yue,Airi,Amily,Aya,Iggy,LuBu,Aoi,3,Laville,Tachi,Omen,Volkath,QQ
VCF,KOG,1,3/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Omen,Eland'orr,Lorion,Tel'Annas,Thane,10:29,Roxie,Hayate,Krixi,Keera,Skud,Iggy,Florentino,Tachi,Errol,4,Alice,Zip,Yue,Aya,NBank
VCF,KOG,1,3/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Roxie,Ryoma,Krixi,Laville,Alice,15:16,Tachi,Capheny,Liliana,Eland'orr,Zuka,Aya,Iggy,Omen,Elsu,5,Keera,Mina,Yue,Florentino,NBank
GCT,PSG,2,3/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Keera,Tachi,Celica,Zip,13:23,Peura,Capheny,Tulen,LuBu,Yena,Iggy,Omen,Aoi,Eland'orr,1,Florentino,Mina,Lorion,Aya,FirstOne
GCT,PSG,2,3/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Yue,Laville,Lumburr,16:05,Zip,Violet,Lorion,Aoi,Riktor,Aya,Omen,Tachi,Skud,2,LuBu,Liliana,Mina,Florentino,NorNun
GCT,PSG,2,3/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Qi,Ryoma,Krixi,Hayate,Baldum,11:19,Xeniel,TheJoker,Iggy,Eland'orr,Florentino,Aya,Tachi,Keera,Nakroth,3,Aoi,Superman,Omen,Lorion,Getsrch
BAC,EVOS,1,3/17/2022,6:00:00 PM,RPL2022Summer,Thailand,Riktor,Aoi,Lorion,Capheny,Lumburr,13:55,Tachi,Laville,Krixi,Veres,Skud,Omen,Eland'orr,Keera,Roxie,1,Florentino,Nakroth,Yue,Aya,Kimsensei
BAC,EVOS,1,3/17/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Tachi,Liliana,Elsu,Peura,10:48,Zip,Tel'Annas,Ilumia,Nakroth,Superman,Omen,Lorion,Florentino,Riktor,2,Alice,Skud,Yue,Aya,MarkKy
BAC,EVOS,1,3/17/2022,6:00:00 PM,RPL2022Summer,Thailand,Qi,Zuka,Iggy,Violet,Xeniel,17:50,Lumburr,Celica,Yue,Aoi,Florentino,Aya,Lorion,Hayate,Elsu,3,TheJoker,Volkath,Eland'orr,Omen,Kimsensei
PSG,KOG,1,3/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Omen,Aoi,Yue,Elsu,Lumburr,15:35,Toro,Hayate,Krixi,Volkath,Amily,Mina,Florentino,Thane,Roxie,1,Eland'orr,Keera,Capheny,Aya,Getsrch
PSG,KOG,1,3/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Mina,Kriknak,Iggy,Hayate,Xeniel,14:18,Baldum,Slimz,Lorion,Eland'orr,Yena,Omen,Yue,Lumburr,Riktor,2,Nakroth,Keera,Superman,Aya,NorNun
PSG,KOG,1,3/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Skud,Nakroth,Krixi,Capheny,Zip,13:13,Riktor,Laville,WonderWoman,Tulen,Mina,Aya,Elsu,Florentino,Aoi,3,Keera,Alice,Eland'orr,Lorion,FirstOne
eA,BRUTD,1,3/18/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Kriknak,Liliana,Capheny,Xeniel,17:59,Tachi,Laville,Raz,Volkath,Florentino,Omen,Iggy,Aoi,Peura,1,Keera,Eland'orr,Lorion,Aya,Gabrielz
eA,BRUTD,1,3/18/2022,6:00:00 PM,RPL2022Summer,Thailand,Roxie,Zuka,Iggy,Elsu,Thane,17:33,Peura,Slimz,Krixi,Errol,Riktor,Mina,Lorion,Superman,Eland'orr,2,Keera,Aoi,Omen,Aya,Ligky
eA,BRUTD,1,3/18/2022,6:00:00 PM,RPL2022Summer,Thailand,Omen,Errol,Lorion,TheJoker,Tachi,11:50,Zip,Tel'Annas,Liliana,Veres,Airi,Mina,Iggy,Eland'orr,Roxie,3,Keera,Aoi,Alice,Aya,Happybibi
TLN,KOG,1,3/19/2022,12:00:00 PM,RPL2022Summer,Thailand,Skud,Aoi,Liliana,Hayate,Mina,16:20,Amily,Wisp,Krixi,Keera,Airi,Omen,Lorion,Florentino,Elsu,1,Volkath,Nakroth,Yue,Aya,IpodPro
TLN,KOG,1,3/19/2022,12:00:00 PM,RPL2022Summer,Thailand,Yena,Kriknak,Iggy,Laville,Roxie,16:17,Lumburr,Hayate,Liliana,Skud,LuBu,Mina,Florentino,Superman,Aoi,2,Airi,Eland'orr,Omen,Aya,IpodPro
TLN,KOG,1,3/19/2022,12:00:00 PM,RPL2022Summer,Thailand,Qi,Wukong,Tulen,Valhein,Tachi,17:33,Baldum,Eland'orr,Capheny,Raz,Yena,Iggy,Omen,Florentino,Xeniel,3,Ryoma,Airi,Lorion,Aya,IpodPro
EVOS,GCT,1,3/19/2022,2:30:00 PM,RPL2022Summer,Thailand,Skud,Eland'orr,Yue,Laville,Lumburr,16:58,Tachi,Elsu,Tulen,Kriknak,Yena,Omen,Iggy,Aoi,WonderWoman,1,Keera,Riktor,Lorion,Aya,Getzila
EVOS,GCT,2,3/19/2022,2:30:00 PM,RPL2022Summer,Thailand,Kil'Groth,Aoi,Krixi,Capheny,Tachi,10:14,Lumburr,Laville,Lorion,Errol,Skud,Aya,Omen,Eland'orr,Amily,2,Nakroth,Keera,Mina,Florentino,Innocent
EVOS,GCT,2,3/19/2022,2:30:00 PM,RPL2022Summer,Thailand,Yena,LuBu,Tulen,Violet,WonderWoman,09:33,Peura,Capheny,Iggy,Keera,Riktor,Aya,Omen,Aoi,Roxie,3,Nakroth,Xeniel,Florentino,Lorion,Innocent
EVOS,GCT,2,3/19/2022,2:30:00 PM,RPL2022Summer,Thailand,Veres,Kriknak,Iggy,Elsu,Thane,15:32,Baldum,Wisp,Liliana,Nakroth,Qi,Omen,Eland'orr,Aoi,Volkath,4,Florentino,Keera,Lorion,Aya,NongBoy
eA,BAC,1,3/19/2022,5:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Iggy,Elsu,Alice,13:54,Peura,Laville,Lorion,Nakroth,Riktor,Omen,Yue,Roxie,Volkath,1,Aoi,Eland'orr,Hayate,Aya,Happybibi
eA,BAC,1,3/19/2022,5:00:00 PM,RPL2022Summer,Thailand,Roxie,Aoi,Krixi,Capheny,Xeniel,20:00,Tachi,Elsu,Liliana,Airi,Skud,Omen,Iggy,Alice,Superman,2,Riktor,Florentino,Hayate,Aya,Ligky
eA,BAC,2,3/19/2022,5:00:00 PM,RPL2022Summer,Thailand,Skud,Errol,Liliana,Laville,Zip,15:22,Roxie,Capheny,Krixi,Aoi,Kil'Groth,Omen,Iggy,Mina,Xeniel,3,LuBu,Qi,Lorion,Aya,MarkKy
eA,BAC,2,3/19/2022,5:00:00 PM,RPL2022Summer,Thailand,Omen,Eland'orr,Tulen,Amily,Aya,11:44,Arum,TheJoker,Iggy,Butterfly,Yena,Mina,Florentino,Tel'Annas,Violet,4,Riktor,Tachi,Hayate,Lorion,AlmondP
eA,BAC,2,3/19/2022,5:00:00 PM,RPL2022Summer,Thailand,Riktor,Zuka,Annette,Wisp,Lumburr,15:56,Xeniel,Violet,Tulen,LuBu,Florentino,Aya,Eland'orr,WonderWoman,Volkath,5,Kriknak,Celica,Hayate,Lorion,Kimsensei
BRUTD,GCT,1,3/20/2022,12:00:00 PM,RPL2022Summer,Thailand,LuBu,Veres,Liliana,Tel'Annas,Xeniel,16:47,Baldum,Capheny,Raz,Keera,Yena,Omen,Iggy,Eland'orr,Kriknak,1,Skud,Florentino,Lorion,Aya,Happy
BRUTD,GCT,1,3/20/2022,12:00:00 PM,RPL2022Summer,Thailand,Roxie,Zuka,Lorion,Capheny,Zip,13:45,Xeniel,Laville,Iggy,Aoi,Omen,Aya,Superman,Kriknak,Eland'orr,2,Errol,Volkath,Mina,Florentino,NuNu
BRUTD,GCT,1,3/20/2022,12:00:00 PM,RPL2022Summer,Thailand,Florentino,Kriknak,Iggy,Violet,Riktor,13:48,Tachi,Hayate,Yue,Wukong,Skud,Aya,Lorion,Thane,Lumburr,3,Keera,Aoi,Eland'orr,Omen,Overfly
PSG,TLN,1,3/20/2022,2:30:00 PM,RPL2022Summer,Thailand,Veres,Slimz,Liliana,Riktor,Baldum,16:30,Grakk,Valhein,Tachi,Batman,Ormarr,Mganga,Jinnar,Zuka,Omen,1,Superman,Florentino,Elsu,Aya,NorNun
PSG,TLN,2,3/20/2022,2:30:00 PM,RPL2022Summer,Thailand,Y'bneth,Wisp,DiaoChan,Omen,Volkath,09:30,Gildur,Fennik,Krixi,Errol,Mina,Florentino,Azzen'Ka,Hayate,Yorn,2,Xeniel,Eland'orr,Elsu,Aya,Erez
PSG,TLN,1,3/20/2022,2:30:00 PM,RPL2022Summer,Thailand,Errol,Fennik,Iggy,Krixi,Arum,15:25,Xeniel,Hayate,Veres,Qi,Tulen,Aya,Florentino,Omen,Toro,3,Mina,Gildur,Eland'orr,Elsu,FirstOne
PSG,TLN,2,3/20/2022,2:30:00 PM,RPL2022Summer,Thailand,Tel'Annas,Quillen,Lorion,Aoi,Zip,18:15,Amily,Violet,Lauriel,WonderWoman,Superman,Florentino,Volkath,LuBu,Skud,4,Yena,Max,Elsu,Aya,MOOP
PSG,TLN,2,3/20/2022,2:30:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Tulen,Ryoma,Xeniel,12:40,Rouie,Bright,Yena,Zuka,TheFlash,Aya,Omen,Arum,Kriknak,5,Raz,Aleister,Mina,Superman,MOOP
VCF,EVOS,1,3/20/2022,5:45:00 PM,RPL2022Summer,Thailand,Yena,Tulen,Lorion,Elsu,Thane,14:05,Roxie,Slimz,Krixi,Kriknak,Qi,Omen,Hayate,Laville,Volkath,1,Aoi,Keera,Xeniel,Aya,Myra
VCF,EVOS,1,3/20/2022,5:45:00 PM,RPL2022Summer,Thailand,Airi,Volkath,Iggy,Laville,Peura,12:00,Xeniel,Elsu,Liliana,Veres,Yena,Omen,Lorion,Florentino,Eland'orr,2,Keera,Nakroth,Aoi,Aya,Myra
VCF,EVOS,1,3/20/2022,5:45:00 PM,RPL2022Summer,Thailand,Florentino,Lindis,Raz,Wisp,Lumburr,14:02,Superman,Hayate,Tulen,Eland'orr,Omen,Aya,Lorion,Laville,Alice,3,Violet,Capheny,Krixi,Mina,NBank
PSG,BRUTD,1,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,Nakroth,Lorion,TheJoker,Aya,21:00,Lumburr,Laville,Yue,Kriknak,Skud,Mina,Liliana,Elsu,LuBu,1,Kil'Groth,Florentino,Superman,Omen,Getsrch
PSG,BRUTD,2,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Tachi,Krixi,Capheny,Peura,16:40,Mina,Elsu,Tulen,WonderWoman,LuBu,Lorion,Nakroth,Superman,Alice,2,Aoi,Volkath,Iggy,Omen,NuNu
PSG,BRUTD,2,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Mina,Veres,Yue,Hayate,Y'bneth,17:10,Xeniel,Capheny,Liliana,Errol,Superman,Lorion,Florentino,Volkath,Nakroth,3,Aoi,Keera,Omen,Elsu,NuNu
PSG,BRUTD,1,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Zuka,LuBu,Iggy,Tel'Annas,Roxie,15:36,Baldum,TheJoker,Krixi,Ryoma,Riktor,Lorion,Aya,Nakroth,Volkath,4,Thane,Xeniel,Elsu,Omen,FirstOne
PSG,BRUTD,2,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Omen,Volkath,Zata,Violet,Zip,18:20,Thane,Tel'Annas,Iggy,Airi,Florentino,Lorion,Aya,Hayate,Alice,5,Aoi,Keera,Eland'orr,Elsu,Happy
PSG,BRUTD,2,4/2/2022,4:00:00 PM,RPL2022Summer,Thailand,Airi,Aoi,Ilumia,Laville,Xeniel,16:45,Ormarr,Hayate,Tachi,Eland'orr,Omen,Lorion,Aya,Annette,Dirak,6,Tulen,Liliana,Florentino,Elsu,Happy
BAC,TLN,1,4/2/2022,12:00:00 PM,RPL2022Summer,Thailand,Yena,Volkath,Annette,Hayate,Xeniel,25:20,Alice,Capheny,Krixi,Ryoma,Amily,Eland'orr,Florentino,Keera,Nakroth,1,Aoi,Yue,Lorion,Aya,AlmondP
BAC,TLN,1,4/2/2022,12:00:00 PM,RPL2022Summer,Thailand,Qi,Keera,Liliana,Wisp,Lumburr,21:18,Tachi,TheJoker,Yue,Kriknak,Airi,Omen,Elsu,Nakroth,Eland'orr,2,Skud,Iggy,Lorion,Aya,AlmondP
BAC,TLN,1,4/2/2022,12:00:00 PM,RPL2022Summer,Thailand,Arthur,Zuka,Krixi,Capheny,Tachi,17:15,Maloch,Tel'Annas,Liliana,Aoi,Yena,Aya,Lorion,Keera,Nakroth,3,LuBu,Roxie,Yue,Omen,Kimsensei
BAC,TLN,1,4/2/2022,12:00:00 PM,RPL2022Summer,Thailand,Riktor,Nakroth,Lorion,TheJoker,Aya,13:50,Rouie,Skud,Iggy,Eland'orr,Arthur,Omen,Arum,Florentino,Roxie,4,Superman,Butterfly,Mina,Aoi,AlmondP
TLN,BRUTD,2,4/3/2022,12:00:00 PM,RPL2022Summer,Thailand,Qi,Volkath,Raz,Slimz,Thane,16:40,Baldum,Elsu,Krixi,Aoi,Airi,Aya,Lorion,Ryoma,Eland'orr,1,Ilumia,Yue,Iggy,Omen,Happy
TLN,BRUTD,1,4/3/2022,12:00:00 PM,RPL2022Summer,Thailand,Roxie,LuBu,Lorion,Tel'Annas,Baldum,17:30,Zip,TheJoker,Iggy,Eland'orr,Veres,Omen,Yue,Ryoma,Florentino,2,Wukong,Kriknak,Superman,Aya,Erez
TLN,BRUTD,1,4/3/2022,12:00:00 PM,RPL2022Summer,Thailand,Airi,Nakroth,Krixi,Capheny,Lumburr,10:13,Xeniel,Tel'Annas,Liliana,Wukong,Florentino,Lorion,Omen,LuBu,Volkath,3,Kriknak,Eland'orr,Elsu,Aya,MOOP
TLN,BRUTD,1,4/3/2022,12:00:00 PM,RPL2022Summer,Thailand,Arthur,Eland'orr,Liliana,Wisp,Toro,13:27,Maloch,Capheny,WonderWoman,Tulen,Yena,Lorion,Omen,Mina,Alice,4,Superman,Tachi,Elsu,Aya,Erez
TLN,BRUTD,1,4/3/2022,12:00:00 PM,RPL2022Summer,Thailand,Yena,Errol,Iggy,Laville,Tachi,18:25,Roxie,Wisp,Annette,Keera,Omen,Aya,Lorion,Lumburr,LuBu,5,Kriknak,Aoi,Mina,Florentino,Erez
BAC,TLN,2,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Mina,Veres,Lorion,Capheny,Peura,16:06,Maloch,Laville,Krixi,LuBu,Roxie,Omen,Elsu,Keera,Aoi,1,Florentino,Volkath,Hayate,Aya,IpodPro
BAC,TLN,1,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Yena,Aoi,Iggy,Elsu,Lumburr,19:27,Arthur,Hayate,Tulen,Errol,Riktor,Omen,Lorion,TheJoker,Nakroth,2,Volkath,Eland'orr,Xeniel,Aya,AlmondP
BAC,TLN,1,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Riktor,Nakroth,Krixi,Wisp,Tachi,13:17,Baldum,Tel'Annas,Liliana,Skud,Airi,Omen,Elsu,Aoi,Yena,3,Roxie,Volkath,LuBu,Aya,TaoX
BAC,TLN,1,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Ryoma,Butterfly,Liliana,Laville,Roxie,19:20,Alice,Capheny,Raz,Eland'orr,Tachi,Mina,Florentino,TheJoker,Yena,4,LuBu,Wukong,Omen,Aya,AlmondP
BAC,TLN,2,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Florentino,Airi,Tulen,TheJoker,Xeniel,11:38,Veres,Zuka,Lorion,Wisp,Yena,Aya,Elsu,Nakroth,Keera,5,Volkath,Eland'orr,Hayate,Omen,MOOP
BAC,TLN,2,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Qi,Murad,Raz,Slimz,Arthur,16:51,Lumburr,Yorn,Iggy,Volkath,Ryoma,Aya,Omen,Elsu,TheJoker,6,Skud,Zuka,Hayate,LuBu,IpodPro
BAC,TLN,1,4/3/2022,5:30:00 PM,RPL2022Summer,Thailand,Riktor,Nakroth,Krixi,Wisp,Tachi,16:21,Lumburr,Laville,Yue,LuBu,Yena,Omen,Arum,Aoi,Elsu,7,Arthur,Roxie,Aya,Lorion,MarkKy
SR,FTB,1,4/19/2022,6:00:00 PM,AIC2022Turkey,Turkey,Amily,Kriknak,Liliana,Eland'orr,Lumburr,18:09,Thane,Laville,Raz,Nakroth,Yena,Lorion,Krixi,Omen,Annette,1,Slimz,Mina,Yue,Aya,Lost
SR,FTB,1,4/19/2022,6:00:00 PM,AIC2022Turkey,Turkey,Yena,Keera,Krixi,Slimz,Baldum,12:23,Lumburr,Hayate,Liliana,Kriknak,Richter,Aya,Yue,Elsu,Mina,2,Omen,Veres,Thorne,Nakroth,Nowr
SR,FTB,1,4/19/2022,6:00:00 PM,AIC2022Turkey,Turkey,Veres,Murad,Dirak,Hayate,Mina,15:11,Alice,Capheny,Lorion,Skud,Florentino,Aya,Yue,Paine,Keera,3,Violet,Laville,Thorne,Nakroth,Nowr
DMS,FF15,1,4/19/2022,10:00:00 PM,AIC2022Turkey,Turkey,Zuka,Keera,Krixi,Violet,Toro,21:39,Baldum,Slimz,Lorion,Nakroth,Airi,Lumburr,Liliana,Volkath,Omen,1,Mina,Skud,Aya,Yue,33
DMS,FF15,1,4/19/2022,10:00:00 PM,AIC2022Turkey,Turkey,Mina,Kriknak,Ilumia,Thorne,Ormarr,14:16,Cresht,Hayate,Liliana,Keera,Omen,Krixi,Lumburr,Volkath,Skud,2,Airi,Paine,Aya,Yue,Astral
DMS,FF15,1,4/19/2022,10:00:00 PM,AIC2022Turkey,Turkey,Omen,Volkath,Tulen,Fennik,Thane,13:52,Lumburr,Thorne,Krixi,Skud,Yena,Aya,Yue,Mina,Paine,3,Slimz,Hayate,Baldum,Liliana,Astral
SR,SMB,2,4/23/2022,6:00:00 PM,AIC2022Turkey,Turkey,Omen,Keera,Iggy,Slimz,Lumburr,22:31,Baldum,Elsu,Liliana,Aoi,Zuka,Aya,Yue,Paine,Kriknak,1,Nakroth,Veres,Krixi,Lorion,Kira
SR,SMB,1,4/23/2022,6:00:00 PM,AIC2022Turkey,Turkey,Amily,WonderWoman,Krixi,Violet,Annette,16:19,Ormarr,Slimz,Ilumia,Errol,Omen,Hayate,Lumburr,Paine,Florentino,2,Veres,Nakroth,Yue,Aya,Lost
SR,SMB,2,4/23/2022,6:00:00 PM,AIC2022Turkey,Turkey,Yena,Nakroth,Ilumia,Elsu,Thane,17:36,Lumburr,Hayate,Krixi,LuBu,Florentino,Aya,Yue,Kriknak,Paine,3,Alice,Veres,Lorion,Liliana,Void
SR,SMB,2,4/23/2022,6:00:00 PM,AIC2022Turkey,Turkey,Veres,Skud,Lorion,Wisp,Alice,22:26,Thane,Thorne,Annette,Paine,Airi,Iggy,Yue,Lauriel,Keera,4,Laville,TheJoker,Aya,Hayate,Ryuga
DMS,NR,2,4/23/2022,8:00:00 PM,AIC2022Turkey,Turkey,Mina,LuBu,Krixi,Slimz,Lumburr,22:08,Annette,Violet,Lorion,Aoi,Roxie,Liliana,Volkath,Kriknak,Florentino,1,Paine,Keera,Yue,Aya,Fuu
DMS,NR,2,4/23/2022,8:00:00 PM,AIC2022Turkey,Turkey,Skud,WonderWoman,Liliana,Thorne,Ormarr,17:27,Lumburr,Laville,Iggy,Kriknak,Florentino,Krixi,Mina,Volkath,Omen,2,Paine,Keera,Yue,Aya,Closer
DMS,NR,2,4/23/2022,8:00:00 PM,AIC2022Turkey,Turkey,Tachi,Zuka,Ilumia,Violet,Annette,13:03,Alice,Hayate,Raz,Paine,Omen,Krixi,Liliana,Volkath,Nakroth,3,Kriknak,Keera,Yue,Aya,Reaper
SMB,NR,2,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Zuka,LuBu,Yue,Slimz,Baldum,18:08,Annette,Wisp,Liliana,Keera,Tachi,Lorion,Krixi,Roxie,Aoi,1,Paine,Florentino,Lumburr,Aya,Buggy
SMB,NR,1,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Florentino,Skud,Krixi,Elsu,Cresht,17:02,Alice,Violet,Lorion,Qi,Ryoma,Hayate,Paine,Kriknak,Slimz,2,Aoi,Keera,Lumburr,Aya,Still
SMB,NR,2,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Roxie,Paine,Ilumia,Hayate,Ormarr,14:54,Cresht,Fennik,Krixi,Volkath,Airi,Aya,Lumburr,Slimz,Laville,3,Keera,Omen,Lorion,Liliana,Fuu
SMB,NR,2,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Mina,Kriknak,Liliana,Capheny,Thane,18:40,Ormarr,Moren,Iggy,Skud,Omen,Yue,Hayate,Thorne,Slimz,4,Keera,Airi,Lumburr,Aya,Fuu
SMB,NR,1,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Airi,Aoi,Lorion,Thorne,Annette,13:08,Toro,Laville,Ilumia,Nakroth,Riktor,Yue,Hayate,Paine,Kriknak,5,Volkath,Alice,Lumburr,Aya,Void
SMB,NR,2,4/24/2022,6:00:00 PM,AIC2022Turkey,Turkey,Qi,Tulen,Riktor,Violet,Alice,17:09,Thane,Hayate,Yue,Aoi,Florentino,Aya,Lumburr,Paine,Kriknak,6,Wisp,Keera,Volkath,Iggy,Buggy
FL,CES,2,3/3/2022,8:30:00 PM,AOG2022Spring,Vietnam,Mina,Ryoma,Lorion,Hayate,Alice,16:05,Zip,Laville,Yue,Eland'orr,Yena,Aya,Elsu,Airi,Capheny,1,Riktor,Aoi,Florentino,Omen,Rina
FL,CES,1,3/3/2022,8:30:00 PM,AOG2022Spring,Vietnam,Airi,Veres,Krixi,Capheny,Amily,14:12,Mina,Hayate,Lorion,Tulen,Tachi,Omen,Elsu,Florentino,WonderWoman,2,Zip,Eland'orr,Yue,Aya,XB
FL,CES,1,3/3/2022,8:30:00 PM,AOG2022Spring,Vietnam,Florentino,Aoi,Zata,Laville,Roxie,12:26,Peura,Capheny,Iggy,Veres,Superman,Aya,Elsu,Airi,Keera,3,Kriknak,Eland'orr,Yue,Omen,XB
FL,FAP,1,2/10/2022,5:00:00 PM,AOG2022Spring,Vietnam,Qi,Tulen,Raz,Wisp,Amily,17:04,Tachi,Violet,Liliana,Nakroth,Skud,Omen,Florentino,Aoi,Paine,1,Aya,Superman,Lumburr,Iggy,Maximus
FL,FAP,1,2/10/2022,5:00:00 PM,AOG2022Spring,Vietnam,Riktor,Aoi,Yue,Capheny,Lumburr,18:27,Mina,Hayate,Lorion,Amily,Superman,Omen,Tulen,Eland'orr,Keera,2,Aya,Skud,Airi,Florentino,Maximus
FL,FAP,1,2/10/2022,5:00:00 PM,AOG2022Spring,Vietnam,Omen,Eland'orr,Lorion,Hayate,Roxie,10:15,Lumburr,Elsu,Iggy,Wisp,Yena,Tulen,Yue,Keera,Aoi,3,Slimz,Laville,Superman,Aya,XB
SGP,BOX,1,2/10/2022,7:30:00 PM,AOG2022Spring,Vietnam,Airi,Eland'orr,Lorion,Laville,Tachi,20:53,WonderWoman,Hayate,Iggy,Tulen,Yena,Aya,Yue,Mina,Superman,1,Kriknak,Aoi,Roxie,Omen,Fish
SGP,BOX,1,2/10/2022,7:30:00 PM,AOG2022Spring,Vietnam,Superman,Aoi,Yue,Elsu,Mina,13:19,Roxie,Laville,Krixi,LuBu,Riktor,Lorion,Omen,Florentino,Airi,2,TheJoker,Hayate,Tulen,Aya,Fish
SGP,BOX,1,2/10/2022,7:30:00 PM,AOG2022Spring,Vietnam,Florentino,Volkath,Krixi,Slimz,Baldum,14:32,Omen,Elsu,Raz,Kriknak,Superman,Aya,Yue,Keera,Liliana,3,Hayate,LuBu,Tulen,Roxie,Bângg
B2F,MG,2,2/11/2022,5:00:00 PM,AOG2022Spring,Vietnam,Veres,Keera,Aya,Elsu,Arthur,20:00,Amily,Laville,Lorion,Nakroth,Airi,Omen,Florentino,Eland'orr,Aoi,1,Tulen,Hayate,Mina,Taara,TwentySix
