web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6
1646392474-357,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"Our family have been to the Amari Ocean Pattaya several times over the years and have generally been quite happy. Unfortunately this visit was negatively affected by the construction and renovation taking place and we would hesitate to go back until it is completed. 
PROS
- The staff at the Amari were incredibly friendly. From the people greeting us in the lobby to even the housekeeper (special call out to the friendly older woman on the 8th floor) we were greeted warmly wherever we went. 
- New lobby is clean and spacious
- Rooms are spacious and modern
- Very nice view of Pattaya Bay from rooms facing South
- Hotel is very close to the beach
- Mantra next door is one of the best restaurants in Pattaya
- Website was easy to use for booking
CONS
- Renovation taking place on several floors- noise and strong smells
- Construction taking place outside with some noise and a view of construction from rooms facing North
- Spa is currently closed
- Pool was closed due to a temporary issue of contaminated water, it's also surrounded by barriers
- Car parking is limited and outdoors only
- Kids club has been relocated to a meeting room
- Although our first room seemed to have been newly-renovated the garbage can was rusty, blinds had stains, and our coffee pot had mold growing in the bottom of it. Seems some room 
Our room on the 16th floor had a smell of new carpet and wood when we arrived but we thought it would be tolerable. The next day when we came back to the room after lunch there was a very powerful paint smell coming in through the aircon. We called the service number who said a technician would come up and take a look. A while later a housekeeper arrived with a scented room spray which wasn't coming close to masking the very strong smell. She went away for a while and we didn't hear an update. 
We were traveling with a baby so I finally went to the lobby to ask for help. They agreed to move us to another room on a lower floor which faced the construction. No bad smells so I took the offer. It was our baby's nap time so I asked if we could wait a few hours to pack and move our stuff and we were told no, that the hotel was fully booked so they needed to use the room ASAP. I warned them that any guests moving in would not be happy with such an overpowering smell of paint. 
Although we had to move to a lower floor and lost our view of the bay in exchange for a construction view there wasn't an offer of compensation, which was disappointing given we had booked a Grand Deluxe Ocean View room. 
Had it not been for the super friendly approach of the hotel staff I would have rated this a two-star visit. As most of the problems stem from renovation it seems once everything is finished that the hotel will be a great property again. Until then it may be worth considering other properties when visiting Pattaya.",JW8448,?.?.-18,3,"Bangkok, Thailand",null,null,null,null,null,null,null
1646392474-437,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"It's a good place away from the hustle and hustle, it is on the north end of the beach but a ""Baht car"" will take you to the central area, on entering the hotel we were met and greeted by welcoming staff, check in on this occasion was a little slow due to the USA troops checking in also, we went to the bar and were given a free drink, the room we had was very spacious and had a great view of the beach, which is getting new sand put down at the moment, service was good, breakfast was plentiful and varied, if I had to be picky, would say it need a little bit of a facelift, having said that, would return",Firecrete,?.?.-16,4,"Glasgow, United Kingdom",Couple,4-Rooms,4-Location,4-Service,null,null,null
1646392474-255,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"Hotel staffs were really nice, they provided great and warm service. Room was really nice and clean with Onyx standard. I reserved the King executive ocean front room with club benefits and it was really good. Hotel should provide beach flip flop for guest to the sea. - King Bed was so comfy along with many types of pillows and I had a deep sleep. I love rain shower and the shower water pressure was very impressive. Bathroom amenities were really good brand. Towels and  bath cloths were so good. If the hotel can provide salt spa and bath bomb that will be better when using the bathtub. - Dinner was a good choice to having spaghetti with seafood and listening the waves at the beach. Seafood quality was fresh but it can be better. I love avocado salad, mango with sticky rice and",PolPtt,?.?.-21,5,"Samut Prakan, Thailand",Solo,null,null,null,null,null,null
1646392474-541,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"We stayed 1 night at a Deluxe Ocean View at the Amari Ocean Tower. Rooms are big and comfortable and all staff are super friendly and service minded. And I love the buffet breakfast, the best I had in a while. Be aware that Amari Garden and Amari Ocean are in different buildings and have different entrance.",Chang Noi,?.?.-14,4,"Bangkok, Thailand",Couple,4-Location,5-Service,4-Sleep Quality,null,null,null
1646392474-420,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,your hotel have good location and I have been there 4 time during my holidays. This time your hotel was under remodeling so was not good as before. I hope that you will finish construction soon and new facility improve staying,jacek799,?.?.-17,4,,Solo,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality
1646392474-259,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"The room is wonderful with the breathtaking 180 degree  ocean view.
All staffs are professional, well trained, and polite, especially “Gail”. She is so caring, gentle, good-humoured, approachable. I could see her smile under her mask when I was checking in with her. Thank you so much for the warm welcome.",Paris,?.?.-21,5,"Pattaya, Thailand",Friends,null,null,null,null,null,null
1646392474-539,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"Everything is nice in this hotel. There is two pools. In one of them you can really swim (more than 30m long). If you take a executive room you have access all day to a private area with free snacks and refreshments
The gym club a bit small but i was always alone inside so not really a problem
Only one small detail. Because it is a hat countries there is climate control everywhere. And if you close it in your room you still ear air flow. So if you are sensitive to noises take your ears plug
The can organise your trip from Bangkok Airports or Limo to take you to the appointment you should have in the area",OuiOuiPhoto,?.?.-14,5,"Rumilly, France",Business,5-Rooms,5-Cleanliness,5-Service,null,null,null
1646392474-347,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"We had such a great time, staying at Amari. Staffs were fantastic. Our Kids loved and definitely would like to visit again. And we look forward to a new waterpark you are building. Minor comment is it would be nicer if the restaurant is closer to the main building but you provide cart service to the restaurant and our kids loved that ride.",Terry S,?.?.-18,5,,Family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality
1646392474-413,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"Must start with the staff, absolutely wonderful - bell boys, reception, drivers, security guards, waiters, pool bar staff, etc. Couldn't ask for a better staff. 
Rooms: we were lucky to receive an upgrade to a 2 story room up on the 20th (last) floor, so we were very (!) happy with the room. Spacious, clean, really good. 
Pool: great great great, also has a bar in the middle of the pool with happy hour daily 15:00 - 17:00. Plenty of fresh towels and space for all to sit and relax. 
Mosquitos: 6 nights and not even one!
Location: there are better locations... Amari is at the northern end of the beach strip (at the ""beginning""). But transportation is easy with local pickup taxi's that go in circles and it is only 10 baht per person. 
For other attractions hotel has great taxi service with fair prices, clean cars, very nice English speaking drivers that will happily wait for for no additional charge. 
Beach: this is probably true for the entire strip, not just Amari. This beach is more of a water sport beach and less for swimming. 

Food: Breakfast buffet has basically everything - you won't stay hungry. 
Restaurant, one very good thing is that the hotel provides fair prices on entire menu. 

Hotel: one big minus is that behind the pool there is a huge construction site where they are building more parts of Amari (due Dec 2018), no security worries but at time it can be noisy. 

Kids play area: due to the above renovation the current kids are is a little table next to the pool was very nice and staff, mostly arts and crafts. 

Price: we booked via Amari website and used the no refund deal, so I can definitely say I got my money's worth and more. 

Bottom line
Great hotel with great staff, construction site is a minus (but reasonable).",Uri S,?.?.-17,4,,Family,null,null,null,null,null,null
1646392474-447,https://www.tripadvisor.com/Hotel_Review-g293919-d6390812-Reviews-Amari_Pattaya-Pattaya_Chonburi_Province.html,"Just returned from a lovely stay at the Amari Ocean Pattaya.  On arrival we had a very warm welcome from the Horizon Club floor.  Very nice choice of breakfast with almost everything you could wish for - good selection of European and Asian food.  Large grounds with good choice of 2 swimming pools and plenty of sunbeds always available. Very nice bar food available all day and a happy hour for drinks. The Tavern is also excellent for food and drinks and it is nice to sit outside in the evening and listen to the very good singers but our favourite is the Mantra - if you get a chance pay this restaurant a visit - you will be bowled over. We absolutely loved our spacious rooms on the top foor with fabulous views. Very well looked after by Amorn and kept very clean on a twice daily basis - nice selection of fruit and complimentary water.  Excellent shower (always lovely to step into after the outside heat).  Excellent location with plenty of tuk tuks available outside the front entrance of the hotel.  Horizon Club in the evening was very nice - good selection of food and drinks and service was always excellent with a lovely warm smile - nothing is too much trouble for the excellent staff.  They go out of their way to ensure you have a wonderful vacation. Special mention to May, Som, Joey, Lila, Mo, Nay and Cap - also not forgetting the adorable KF, Phim, Pat and Quincy (sorry if I have forgotten anyone).  We had a fabulous stay as usual and have recharged out batteries.  Last but not least thanks to Richard (Manager) - always enjoyed our evening chats and so lovely to see a Manager keen to speak to guests ensuring excellent comfort and care.  See you in November.",Jan B,?.?.-16,5,"Scotland, United Kingdom",Couple,5-Rooms,5-Cleanliness,5-Service,null,null,null
