web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6,,
1643532145-98,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I am staying in hard rock on period 26-28 August 2019
I need to talk about how greatful in here! in every department
Beginning in front office..
every time i stay here or coming back receptionist they always remember me  and said welcome back! and they are very nice it for me they have a service mind to understand me every time that what i need and if have any problem they can hlep me heart whole to listen to me and always smile not matter what happen for me
i feel like love the smell in around front office location it feel like relax and specially only in hard rock will have this smell and i also like a bell boy always help me to carry a luggage and smile for me not matter how heavy to carry my bag ha ha
i am recognise  the name of staff is Bella,Marvel,and somebody can speak chinese and cantonese i forget him name he is very nice!!! to take care me i remember my birthday i am celebrate here and stay here in period 14-18 February he said happy birthday to me and talk with me like his family and my sister birthday also he always said happy birthday and welcome back and smile :) i just very like him i that why i need to go back hard rock again and again forever !! 
At Pizzeria
Me and My sister alway go there to have a lunch the staff over there is very funny and nice so much!! oh my god they make me smile and Laughing every time 
especial staff name is Tata,Gina,Mac,Toni,Aek,Aod and manager in there i forget him name but he also nice too i very love Tata she is amazing girl she very clever and have a nice service mind oh my god i need to say very fall in love in the restaurant !!
At Swimming pool Location
Every time i come here the best department is Swimming pool in shank bar and  breez club they are very nice staff  amazing in the world !! they are smile and Service mind i very love this place when i use swimming pool im order drink i feel here cocktail is the best and staff very nice and wonderful I recognise name
is Franky is manager he was nice and he always welcome guest to coming and also he sweet word and following   Aek,Golf,Diamond,Biker he is super star in here that i never forget he always help me for many mant assistant he make me langh every time !!! and Breez club name is Rooney he always talk with me a funny thing and very nice man he always advise me about how to swimming and make a good health and he also funny i very like him!! and follow  is  Tat,Mike,Joey he is very very nice also  i love him smile and he is very amazing man.
So all of this i am very love fall in love here i never think i love here to much like this!
That why i and my sister always come here and stay here because i feel here is my secound home here is a heaven i need to say i advise if somebody need to find a place to staying and need a wonderful staff take care and service please come here! here is very amazing and wonderful so much!! 
thanks you all staff to take care me and my sister thanks you hard rock thank you i very appreciate it to staying here i promiss i will come back every month and every time and keep Loyalty this hotel !!!
Joey and Grace :)",Yuenyee tsang,Date of stay: August 2019,5,,null,5-Value,5-Service,5-Sleep Quality,null,null,null,,
1643532145-624,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Its my first time to stay in Hard Rock. I like their lobby design, big and able to accommodate large sitting capacity. Perhaps cuz of my room location, i cldnt really see pool nor sea... and in this aspect, i thot Amari has a better view, and ambience. 
housekeeping needs to work a little harder. There was no bedroom slippers, and i have to called for it. In addition, I have 4 pieces of free laundry everyday. But everyday, i have to call to request for laundry bag.",steffietan,Date of stay: September 2014,3,"Jurong, Singapore",Trip type: Traveled on business,3-Rooms,3-Service,3-Sleep Quality,null,null,null,,
1643532145-742,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We were 3 families and some teenagers together in a group went and were put up at this awesome hotel Hard Rock, Pattaya...with amazing views and calm and serene environement. It was bang Opposite the Beach and every morning fresh air and view was breathtaking...The night foam party with music was also awesome.  Great food and breakfast, and barbeques and drinks at the hotel...Will definitely go back and stay at this hotel for a longer period.",jaypee24cn,Date of stay: October 2009,5, ,Trip type: Traveled as a couple,null,null,null,null,null,null,,
1643532145-157,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We have over the years had to stay in a number of Pattaya locations. The Hard Rock is my favorite.  The pool is great, the location - if you want to be in downtown Pattaya - is as good as it gets, the service fantastic.  We were lucky to be on the executive floor, and benefited from lounge service and checkin - which we really enjoyed.  Later, when we lost something, management went well beyond expectations to help us find it.  The rock memorabilia - all authentic - and the Cafe out front - all add to the show.  Pattaya is not my favorite place -- luckily there is the Hard Rock to stay at, so there is no need to go anywhere else.",Tom Harkish,Date of stay: October 2018,5,,Trip type: Traveled with family,5-Location,5-Service,5-Sleep Quality,null,null,null,,
1643532145-334,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I just found out, that I ve been in that Hard Rock Hotel almost 10 times in the last decade. I ve been to every Hard Rock Hotel around the World and this one is in my TOP 3. Additional it is so much cheaper than the other Hard Rocks. Only Las Vegas is cheaper (during the week) and maybe Penang and Biloxi (Casino-Hotel in nowhere). Caribbean is up to 6 times more in pricing, but in Pattaya you have the same good service and food. The pool is in my TOP 3 as well. Bali is better and even bigger, what is not easy. I guess the Pattaya-Pool is the biggest in that area. Hotel is far enough from loud ""walking street"", but it ´s still easy to reach für 20 Baht in 5 minutes. The Hard Rock Hotel is good for layovers (24 hours and up) at BKK-airport as well, only a 90 minute drive and taxis charge around 1000 to 1500 Baht. Bus is almost nothing.",OllieWSC,Date of stay: October 2017,5,"Groningen, The Netherlands",Trip type: Traveled on business,5-Cleanliness,5-Service,5-Sleep Quality,null,null,null,,
1643532145-52,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"일본사람 한국사람이많네요. 조식은 그냥 먹을만하구요, 수영장은 크고 좋았습니다 , 이벤트도 사이사이에 하구요, 토요일에는 풀파티도하네요. 방은 깨끗하고 뷰도 좋았습니다.
Very nice hotel at least 5-8min to walking street by songthaew(transportation thai bus) breakfast is soso ok but the swimming pool is big and love it.. some event going on time to time. And had pool party on saturday. Room was good and bed was comfty",john,Date of stay: October 2019,4,"Paso Robles, California",Trip type: Traveled solo,null,null,null,null,null,null,,
1643532145-277,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I enjoyed my stay here.  The room was very comfortable and I loved the pool area.  Breakfast was very good too.
the restaurant was pretty standard for Hard rock restaurants around the world.
On Saturday nights they have a pool party and foam party with DJ.  I thought this was a bit overrated.  It was mainly a couple of groups of Indians walking around looking for prostitutes which aren't available at the hard rock.  they need to take themselves down to walking street.",TheTravelPirate,Date of stay: September 2017,4,"Rochester, New York",Trip type: Traveled solo,4-Rooms,4-Service,4-Sleep Quality,null,null,null,,
1643532145-63,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Staying at the Hard Rock was a slice of paradise. My kids love staying here. My son was made to feel right at home. He formed a solid bond with Tat, Mike and Joey from the pool. Every day heading  to the pool was his highlight. Thank you Hard Rock for employing such amazing people.",guitarcollector,Date of stay: October 2019,5,sydney ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643532145-718,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I had a noisy stay at this hotel in pattaya.
The hotel was under reconstruction when i went there and they started 7 o clock in the morning with drilling over my room,very bad when you come home at 5 in the morning.
Even though the reception said they would start a lot later.
Swimming pool was BIG and good,drink prices very expensive the food i never tasted.
Good stay but i wouldnt stay there again.",Motorizer,Date of stay: January 2011,4,"Oslo, Norway",Trip type: Traveled with friends,3-Value,3-Rooms,3-Location,4-Cleanliness,4-Service,1-Sleep Quality,,
1643532145-373,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,The best hotel on our family trip!!! Thank you for leaving the hotel's swimmimg pool with precious memories of my child. I will definitely use this hotel on my next trip. I hope to meet you again !!!!!,yujeongj499,Date of stay: September 2017,5, ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643532145-403,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Maintenance of steam (glass door not able to close fully) & sauna (not working) facilities not up to mark...both are not in full working conditions.
Need better signal (eg., waving flag or bell for service) to request service from Shack Bar...waving & shouting are not effective ways.",jameshockheanl,Date of stay: August 2017,3, ,Trip type: Traveled on business,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643532145-544,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Only had 1 night in the hard rock after visiting the cafe a few times before, great vibe, nice food and a beautiful place surrounded by nice areas to eat and enjoy some of the nightlife. Would reccomend highly.",Rhys F,Date of stay: August 2016,5,London,Trip type: Traveled as a couple,3-Value,5-Rooms,5-Location,5-Cleanliness,4-Service,5-Sleep Quality,,
1643532145-342,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,for this trip I go with my family after our boy and girl done their exam. I plan to relax and enjoy same as every time. Hard rock hotel is first choice of my family. thank you for good trip. see you soon.,thanathatv,Date of stay: September 2017,5, ,Trip type: Traveled with family,5-Value,4-Rooms,4-Location,4-Cleanliness,5-Service,3-Sleep Quality,,
1643532145-21,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Centralized location, live band, friendly staff. Food came quick and the drinks was good. Kinda on the expensive side but that’s a typical American restaurant. I will stop back on my next trip to Pattaya.",T.O. Baby,Date of stay: November 2019,4,"Cincinnati, Ohio",Trip type: Traveled solo,null,null,null,null,null,null,,
